a	00956131	0.625	0	õiglane;aus	Õiglane kohtunik, karistus. Ta oli minu vastu õiglane.
a	00656132	0.125	0	määrav;otsustav	Otsustav murrang sõja käigus. Temaga tuleb midagi otsustavat ette võtta.
a	00763901	0	0	sirgjooneline;otsekohene;avameelne	
n	01006188	0	0	mammograafia	
a	01614778	0	0.125	pealetikkuv;pressiv;pealetükkiv	
a	00802844	0	0	teritatud;terav	
a	01103021	0	0	eritine;eripärane;eriomane;spetsiifiline;eri-	Klooril on spetsiifiline lõhn. Tuberkuloosi puhul sugenevad spetsiifilised haavandid. Komi keele spetsiifilised häälikud.
a	02847370	0	0	dooria stiil;dooria order	
a	01067193	0	0.625	harvaesinev;harv;erakordne;haruldane	
a	00116245	0	0.25	tulivihane;maruvihane;verine;raevukas	
a	01423676	0.625	0	elamiskõlblik	See maja pole enam elamiskõlblik.
a	02370329	0.125	0.75	ettenägemata;etteaimamata;mitteaimatav;aimamatu	
a	01851916	0.625	0	tähelepandamatu;silmatorkamatu;märkamatu;lihtne;tagasihoidlik	Loodusvaatleja püüab olla tähelepandamatu. (EKSS)
a	02158826	0	0	pime	Oma elu viimastel aastatel oli ta päris pime. 
a	01827946	0	0.5	mannetu;abitu	
a	00631391	0.625	0	tõene;õige	Õige vastus
a	02558767	0.375	0	ökoloogiline;öko;orgaaniline;mahe;looduslik	
a	02369869	0	0.25	müre;tilgastanud	
a	02408011	0.125	0.5	pingevaba;sundimatu;lahe;loomulik	
a	01845451	0	0.5	improviseeritud;ettevalmistamata;spontaanne	See rünnak oli spontaanne enesekaitse. Võimleja liigutused muutusid ajapikku spontaansemaks. Tegime spontaanse ärasõiduotsuse kohe ka teoks.
a	02551380	0	0.25	kuiv	Kaev on juba teist aastat kuiv.
a	01199751	0.375	0	ühtne;ühtlik;homogeenne;ühtlane	
a	01243373	0.25	0.125	jahe;külm;ebasõbralik	Kuulas mind külma näoga ära. Külma südamega inimene. Ma ei suutnud jääda külmaks pealtvaatajaks. 
a	00566342	0	0	kõrval-;naaber-;külgnev;piirnev	
a	00919155	0	0.375	peruvõitu;perukas;peru;tuisakas;taltsutamatu	
a	01044240	0	0.25	mitteametlik;sundimatu;vaba	
a	01327925	0	0	integreeritud;ühendatud	Integreeritud köögimööbel. 
a	00357556	0	0	karakteristlik;tunnuslik;karakteerne;iseloomulik;tüüpiline	See on talle nii tüüpiline! Saaremaale iseloomulikud kadakad ja kiviaiad.
a	02403671	0.125	0.5	lodev;lõtv	Raugalikult lõtv nahk. Ohjad on lõdval, hobune läheb omapead.
a	01895099	0.25	0	majanduslik;ökonoomne;hoidlik;säästlik;kokkuhoidlik	
a	01444022	0	0	pikk	Esimese, teise silbi pikk vokaal.
a	00112231	0	0	arutlev;analüüsiv;analüüsivõimeline	
a	00659715	0	0.125	ühedimensiooniline;ühemõõtmeline	
a	02422685	0.625	0	tipp-topp	Maja on vana, ent veel üsna tipp-topp. Linnaossa ehitati tipp-topp spordisaal. Oma kõrge ea kohta on taat täiesti tipp-topp.
a	00116940	0.375	0.25	vihkav;vimmas	
a	00984333	0	0.375	snooblik;peps;peenutsev;saksik;peen	
a	02950711	0	0	üldkavaline;strateegiline	Turunduse strateegiline planeerimine. Tuumalaenguga strateegilised raketid.
a	00179925	0	0	konstitutsiooniline;põhiseaduslik	
a	01403760	0	0.625	keelatud;keelustatud;keelualune;seadusvastane;ebaseaduslik;illegaalne	
a	02053818	0	0	pühitsetud	Ta oli pühitsetud pastor.
a	02751058	0	0	joonia stiil;joonia order	
a	00287640	0.125	0.125	kitsarinnaline;väiklane	
a	00386392	0.25	0.375	akromaatiline;värvusetu;värvitu	Puhas vesi on värvitu ja maitsetu.
a	02038891	0.5	0.5	raudne	 Ilma raudse distsipliinita pole sõjaväge. 
a	02297166	0.125	0.875	mittestandardne;ebastandardne	
a	01081592	0.25	0	generatiivne;suguline	Generatiivne paljunemine. Maasikate generatiivne paljundamine.
a	02988060	0	0	natsionaalne;rahvus-;rahvuslik	
a	01468097	0.875	0	headtegev;õnnetoov	
a	01088351	0	0	tühi;piisatu;tilgatu	
a	00096239	0	0.5	kahvatu;jumetu;plass;veretu;kaame	Ebatavaliselt, läbipaistvalt, haiglaselt kahvatu.
a	00045123	0	0.375	krooniline	Südame ja veresoonte krooniline puudulikkus.
a	00505853	0.375	0	ebatavaline;unikaalne;kordumatu;mittetavaline;erakordne;ainulaadne;mitteigapäevane;tavatu;ebaharilik;ainukordne	Ebatavaline elamus, sündmus, vaatepilt.
a	01070321	0	0.625	traanine;rääsunud	Traanine tünn.;Õhu ja päikesevalguse käes õli pakseneb, omandab rääsunud lõhna ja tugevalt mõrkja maitse. Veidi hiljem avaldub piima rääsunud maitse ja ebameeldiv lõhn.
a	02735208	0	0	geomeetriline	
a	00097147	0	0	mitteolev;olematu	
a	00523786	0.625	0	valus;ränk;piinarikas;kibe;raske	Tuleb kuidagi läbi ajada, ajad on rasked.
a	01198737	0	0.625	kirju;kirev;mittehomogeenne;heterogeenne;ühtlusetu;mitteühtlane;ebaühtlane	
a	02443907	0	0	troopika-;troopiline	Vaikse ookeani troopilised saared. Troopilised vihmametsad. Troopiline floora. Troopilised õhumassid. Troopiline öö. Lausa troopiline kuumus.
a	00548781	0.125	0.125	laialivalguv;segane;ebaselge	
a	02506555	0.125	0.375	mitmepalgeline;eripalgeline;mitme-;mitmekesine;mõnesugune;mitmesugune;kirev	
